"","video_id","publishedAt","channelId","title","description","thumbnails.default.url","thumbnails.default.width","thumbnails.default.height","thumbnails.medium.url","thumbnails.medium.width","thumbnails.medium.height","thumbnails.high.url","thumbnails.high.width","thumbnails.high.height","channelTitle","liveBroadcastContent","publishTime"
"1","C2kHqawTrdY","2023-10-19T16:04:44Z","UCeY0bbntWzzVIaj2z3QigXg","Video shows Palestinian artist playing with children a day before he was killed in Gaza","A Palestinian artist is shown playing with children in #Gaza to raise their spirits less than a day before he was killed in a hospital ...","https://i.ytimg.com/vi/C2kHqawTrdY/default.jpg","120","90","https://i.ytimg.com/vi/C2kHqawTrdY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/C2kHqawTrdY/hqdefault.jpg","480","360","NBC News","none","2023-10-19T16:04:44Z"
"2","ktAc39_WaTI","2023-10-19T21:15:02Z","UCeY0bbntWzzVIaj2z3QigXg","Clashes erupt in the West Bank","Richard Engel reports on clashes in #Ramallah in the #WestBank, one of many across the #MiddleEast. » Subscribe to NBC ...","https://i.ytimg.com/vi/ktAc39_WaTI/default.jpg","120","90","https://i.ytimg.com/vi/ktAc39_WaTI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ktAc39_WaTI/hqdefault.jpg","480","360","NBC News","none","2023-10-19T21:15:02Z"
"3","zwfU2_Gyy94","2022-04-06T03:30:11Z","UCeY0bbntWzzVIaj2z3QigXg","El Salvador Arrests 6,000 Gang Members In 10 Days","El Salvador has continued its crackdown on what officials are calling a war on gangs as the government has arrested 6000 gang ...","https://i.ytimg.com/vi/zwfU2_Gyy94/default.jpg","120","90","https://i.ytimg.com/vi/zwfU2_Gyy94/mqdefault.jpg","320","180","https://i.ytimg.com/vi/zwfU2_Gyy94/hqdefault.jpg","480","360","NBC News","none","2022-04-06T03:30:11Z"
"4","A0gA26NvaVI","2023-10-16T14:30:03Z","UCeY0bbntWzzVIaj2z3QigXg","Georgia man shocked by $1.4 million speeding ticket","Savannah city officials say the $1.4 million ticket Connor Cato received after being clocked at 90 mph was due to a software issue.","https://i.ytimg.com/vi/A0gA26NvaVI/default.jpg","120","90","https://i.ytimg.com/vi/A0gA26NvaVI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/A0gA26NvaVI/hqdefault.jpg","480","360","NBC News","none","2023-10-16T14:30:03Z"
"5","C0Rv16KCtX0","2023-10-20T03:30:03Z","UCeY0bbntWzzVIaj2z3QigXg","Interim House Speaker McHenry threatens to quit as voting stalls","According to reports, interim House Speaker Patrick McHenry threatened to resign after Republicans pushed him to bring ...","https://i.ytimg.com/vi/C0Rv16KCtX0/default.jpg","120","90","https://i.ytimg.com/vi/C0Rv16KCtX0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/C0Rv16KCtX0/hqdefault.jpg","480","360","NBC News","none","2023-10-20T03:30:03Z"
"6","bbEQrYNx09U","2023-10-19T21:00:20Z","UCeY0bbntWzzVIaj2z3QigXg","Pentagon: U.S. warship shot down drones and missiles fired from Yemen","Pentagon Press Secretary Brig. Gen. Pat Ryder, confirmed the USS Carney shot down more than a dozen drones as well as three ...","https://i.ytimg.com/vi/bbEQrYNx09U/default.jpg","120","90","https://i.ytimg.com/vi/bbEQrYNx09U/mqdefault.jpg","320","180","https://i.ytimg.com/vi/bbEQrYNx09U/hqdefault.jpg","480","360","NBC News","none","2023-10-19T21:00:20Z"
"7","n-m8uDKqyZ4","2023-10-20T02:26:17Z","UCeY0bbntWzzVIaj2z3QigXg","Nightly News Full Broadcast - Oct. 19","Lester Holt anchors from inside Israel as new signs emerge that an Israeli ground operation could come soon and the ...","https://i.ytimg.com/vi/n-m8uDKqyZ4/default.jpg","120","90","https://i.ytimg.com/vi/n-m8uDKqyZ4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/n-m8uDKqyZ4/hqdefault.jpg","480","360","NBC News","none","2023-10-20T02:26:17Z"
"8","YgbZkfbbWY8","2023-10-19T02:00:11Z","UCeY0bbntWzzVIaj2z3QigXg","Nightly News Full Broadcast - Oct. 18","Lester Holt anchors from Israel with coverage of President Biden's meeting with Prime Minister Netanyahu and more details on the ...","https://i.ytimg.com/vi/YgbZkfbbWY8/default.jpg","120","90","https://i.ytimg.com/vi/YgbZkfbbWY8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/YgbZkfbbWY8/hqdefault.jpg","480","360","NBC News","none","2023-10-19T02:00:11Z"
"9","EdP1YqVWAsU","2022-06-29T13:45:00Z","UCeY0bbntWzzVIaj2z3QigXg","Virginia Father Dies By Suicide After Child Dies In Hot Car","Chesterfield police say a distraught father shot himself after discovering he'd left his 18-month old son in his car while at work.","https://i.ytimg.com/vi/EdP1YqVWAsU/default.jpg","120","90","https://i.ytimg.com/vi/EdP1YqVWAsU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/EdP1YqVWAsU/hqdefault.jpg","480","360","NBC News","none","2022-06-29T13:45:00Z"
"10","H2OnBRWsLp8","2022-07-19T00:30:08Z","UCeY0bbntWzzVIaj2z3QigXg","22-Year-Old Hailed A Hero After Killing A Gunman In Indiana Mall","Authorities are hailing a 22-year-old civilian as a hero after he killed a gunman. The good Samaritan, identified as Elisjsha Dicken, ...","https://i.ytimg.com/vi/H2OnBRWsLp8/default.jpg","120","90","https://i.ytimg.com/vi/H2OnBRWsLp8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/H2OnBRWsLp8/hqdefault.jpg","480","360","NBC News","none","2022-07-19T00:30:08Z"
"11","hIgJcMDCAzA","2021-12-16T00:47:29Z","UCeY0bbntWzzVIaj2z3QigXg","Massive Storm Pushing Across The U.S. With Rain, Snow And Powerful Winds","The “unprecedented storm” brought record breaking rain to California, causing mudslides and forcing evacuations. It's now ...","https://i.ytimg.com/vi/hIgJcMDCAzA/default.jpg","120","90","https://i.ytimg.com/vi/hIgJcMDCAzA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/hIgJcMDCAzA/hqdefault.jpg","480","360","NBC News","none","2021-12-16T00:47:29Z"
"12","0AN1VkClpc8","2016-09-14T18:06:29Z","UCeY0bbntWzzVIaj2z3QigXg","The Whole Shabang: Chips So Good You’ll Have To Go To Jail To Get Them | NBC News","Prison food doesn't exactly have a reputation for being fine fare. Or so we thought. » Subscribe to NBC News: ...","https://i.ytimg.com/vi/0AN1VkClpc8/default.jpg","120","90","https://i.ytimg.com/vi/0AN1VkClpc8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/0AN1VkClpc8/hqdefault.jpg","480","360","NBC News","none","2016-09-14T18:06:29Z"
"13","DX6vMpVp_q0","2023-10-19T00:00:06Z","UCeY0bbntWzzVIaj2z3QigXg","U.S. ramping up security measures amid warnings of potential violence over Israel-Hamas war","Authorities in the U.S. are ramping up security amid warnings about potential violence mounting nationwide over the ...","https://i.ytimg.com/vi/DX6vMpVp_q0/default.jpg","120","90","https://i.ytimg.com/vi/DX6vMpVp_q0/mqdefault.jpg","320","180","https://i.ytimg.com/vi/DX6vMpVp_q0/hqdefault.jpg","480","360","NBC News","none","2023-10-19T00:00:06Z"
"14","iiuKPtvKZcM","2022-07-30T02:30:11Z","UCeY0bbntWzzVIaj2z3QigXg","Growing Number Of Americans Questioning The Value Of College Degree","With inflation hitting American pockets hard, and tuition costs rising, many students are rethinking higher education. NBC News' ...","https://i.ytimg.com/vi/iiuKPtvKZcM/default.jpg","120","90","https://i.ytimg.com/vi/iiuKPtvKZcM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/iiuKPtvKZcM/hqdefault.jpg","480","360","NBC News","none","2022-07-30T02:30:11Z"
"15","R39Vpuz6jQU","2022-04-06T05:00:13Z","UCeY0bbntWzzVIaj2z3QigXg","Florida Man Charged With Killing Wife At Community Pool","Miami police say the man arrested for fatally shooting his wife while their daughter was taking swim lessons at a community center ...","https://i.ytimg.com/vi/R39Vpuz6jQU/default.jpg","120","90","https://i.ytimg.com/vi/R39Vpuz6jQU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/R39Vpuz6jQU/hqdefault.jpg","480","360","NBC News","none","2022-04-06T05:00:13Z"
"16","AHRCUbTJ8nk","2023-10-18T17:30:01Z","UCeY0bbntWzzVIaj2z3QigXg","&#39;We got justice for Natalee&#39;: Beth Holloway reacts to confession from her daughter&#39;s killer","Beth Holloway says she feels ""victorious"" after obtaining Joran van der Sloot's confession to her daughter's killing as part of a plea ...","https://i.ytimg.com/vi/AHRCUbTJ8nk/default.jpg","120","90","https://i.ytimg.com/vi/AHRCUbTJ8nk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/AHRCUbTJ8nk/hqdefault.jpg","480","360","NBC News","none","2023-10-18T17:30:01Z"
"17","4eUYKH9a1rM","2023-10-17T03:20:49Z","UCeY0bbntWzzVIaj2z3QigXg","Nightly News Full Broadcast - Oct. 16","Lester Holt anchors from Israel with details of Hamas releasing its first video of a hostage being held inside Gaza and our team ...","https://i.ytimg.com/vi/4eUYKH9a1rM/default.jpg","120","90","https://i.ytimg.com/vi/4eUYKH9a1rM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/4eUYKH9a1rM/hqdefault.jpg","480","360","NBC News","none","2023-10-17T03:20:49Z"
"18","9RQJq1ca7jM","2022-02-07T17:34:47Z","UCeY0bbntWzzVIaj2z3QigXg","In-Depth Look At Life On Rikers Island: ‘Hell, Plain And Simple’","Hell. Inhumane. Disgusting. These are some of the words used to describe Rikers Island, New York's massive jail complex, ...","https://i.ytimg.com/vi/9RQJq1ca7jM/default.jpg","120","90","https://i.ytimg.com/vi/9RQJq1ca7jM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/9RQJq1ca7jM/hqdefault.jpg","480","360","NBC News","none","2022-02-07T17:34:47Z"
"19","oBg6NFPq01k","2022-03-29T03:00:19Z","UCeY0bbntWzzVIaj2z3QigXg","Texas Woman&#39;s Video Of Busting Credit Card Skimmer Goes Viral","A Texas woman's TikTok video of her busting a credit card skimmer at a 7-Eleven has gone viral. NBC News' Morgan Chesky ...","https://i.ytimg.com/vi/oBg6NFPq01k/default.jpg","120","90","https://i.ytimg.com/vi/oBg6NFPq01k/mqdefault.jpg","320","180","https://i.ytimg.com/vi/oBg6NFPq01k/hqdefault.jpg","480","360","NBC News","none","2022-03-29T03:00:19Z"
"20","MqIHuExwF5w","2022-07-25T15:20:50Z","UCeY0bbntWzzVIaj2z3QigXg","Morning News NOW Full Broadcast - July 25","Millions of Americans across the country brace for extreme heat, the World Health Organization declares monkeypox a public ...","https://i.ytimg.com/vi/MqIHuExwF5w/default.jpg","120","90","https://i.ytimg.com/vi/MqIHuExwF5w/mqdefault.jpg","320","180","https://i.ytimg.com/vi/MqIHuExwF5w/hqdefault.jpg","480","360","NBC News","none","2022-07-25T15:20:50Z"
"21","sf9JWHwKtxg","2023-10-19T20:15:02Z","UCeY0bbntWzzVIaj2z3QigXg","Plan to empower interim speaker McHenry loses GOP support","A plan to temporarily empower interim speaker Rep. Patrick McHenry, R-N.C., has lost support among Republicans as they work ...","https://i.ytimg.com/vi/sf9JWHwKtxg/default.jpg","120","90","https://i.ytimg.com/vi/sf9JWHwKtxg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/sf9JWHwKtxg/hqdefault.jpg","480","360","NBC News","none","2023-10-19T20:15:02Z"
"22","MEyLWigabCI","2019-02-23T18:33:00Z","UCeY0bbntWzzVIaj2z3QigXg","One Simple Exercise Routine To Tone Your Flabby Arms | Better | NBC News","Celebrity personal trainer Chris Powell has an easy exercise routine to tone flabby arms.» Subscribe to NBC News: ...","https://i.ytimg.com/vi/MEyLWigabCI/default.jpg","120","90","https://i.ytimg.com/vi/MEyLWigabCI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/MEyLWigabCI/hqdefault.jpg","480","360","NBC News","none","2019-02-23T18:33:00Z"
"23","W-ZtFUxXzQg","2021-12-07T02:15:00Z","UCeY0bbntWzzVIaj2z3QigXg","Exclusive Look At New ‘Killer’ Drone Small Enough To Fit In A Backpack","The Switchblade drone doesn't launch missiles, but is itself a missile. NBC News' Ken Dilanian reports from the Utah desert ...","https://i.ytimg.com/vi/W-ZtFUxXzQg/default.jpg","120","90","https://i.ytimg.com/vi/W-ZtFUxXzQg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/W-ZtFUxXzQg/hqdefault.jpg","480","360","NBC News","none","2021-12-07T02:15:00Z"
"24","rx5mjOEixMY","2022-06-16T03:30:16Z","UCeY0bbntWzzVIaj2z3QigXg","Thieves Turning To Cutting Edge Technology To Steal Cars","In Miami, Florida, thieves are using cutting-edge technology to steal the frequency from car key fobs to steal vehicles. NBC News' ...","https://i.ytimg.com/vi/rx5mjOEixMY/default.jpg","120","90","https://i.ytimg.com/vi/rx5mjOEixMY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/rx5mjOEixMY/hqdefault.jpg","480","360","NBC News","none","2022-06-16T03:30:16Z"
"25","MjZxz4QHzjM","2023-10-19T23:30:09Z","UCeY0bbntWzzVIaj2z3QigXg","New signs Israeli ground operation into Gaza could soon come","Israel's Defense Minister told troops they would soon see Gaza “from the inside,” signaling a potential Israeli ground operation ...","https://i.ytimg.com/vi/MjZxz4QHzjM/default.jpg","120","90","https://i.ytimg.com/vi/MjZxz4QHzjM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/MjZxz4QHzjM/hqdefault.jpg","480","360","NBC News","none","2023-10-19T23:30:09Z"
"26","SuNc0QRTvGA","2019-06-22T18:51:12Z","UCeY0bbntWzzVIaj2z3QigXg","Get Healthy: Healthy Diet | NBC Learn","Eating a healthy diet is possibly the single most important thing you can do for your health. Do you know what and how much to ...","https://i.ytimg.com/vi/SuNc0QRTvGA/default.jpg","120","90","https://i.ytimg.com/vi/SuNc0QRTvGA/mqdefault.jpg","320","180","https://i.ytimg.com/vi/SuNc0QRTvGA/hqdefault.jpg","480","360","NBC News","none","2019-06-22T18:51:12Z"
"27","M2rNh_BmY_U","2022-05-23T21:00:10Z","UCeY0bbntWzzVIaj2z3QigXg","How A Sailor Reunited With Vietnamese Refugees He Rescued After The Fall Of Saigon","When Vietnam fell into communist control on April 30, 1975, those who remained were forced to make a difficult decision – to stay ...","https://i.ytimg.com/vi/M2rNh_BmY_U/default.jpg","120","90","https://i.ytimg.com/vi/M2rNh_BmY_U/mqdefault.jpg","320","180","https://i.ytimg.com/vi/M2rNh_BmY_U/hqdefault.jpg","480","360","NBC News","none","2022-05-23T21:00:10Z"
"28","zqDFYgrCfb8","2022-02-22T16:30:16Z","UCeY0bbntWzzVIaj2z3QigXg","4-Year-Old Fires Shot At Utah Police During McDonald&#39;s Drive-Thru Altercation","Police say a 4-year-old child fired a single shot, missing officers, as their father was being taken into custody following an ...","https://i.ytimg.com/vi/zqDFYgrCfb8/default.jpg","120","90","https://i.ytimg.com/vi/zqDFYgrCfb8/mqdefault.jpg","320","180","https://i.ytimg.com/vi/zqDFYgrCfb8/hqdefault.jpg","480","360","NBC News","none","2022-02-22T16:30:16Z"
"29","CMD3BhON6kg","2021-10-07T12:00:06Z","UCeY0bbntWzzVIaj2z3QigXg","How Cannabis Legalization Is Changing The Workplace","As the country's support for marijuana legalization grows, some employers are now looking at the once-taboo subject of weed and ...","https://i.ytimg.com/vi/CMD3BhON6kg/default.jpg","120","90","https://i.ytimg.com/vi/CMD3BhON6kg/mqdefault.jpg","320","180","https://i.ytimg.com/vi/CMD3BhON6kg/hqdefault.jpg","480","360","NBC News","none","2021-10-07T12:00:06Z"
"30","Y1j2jmkVX6g","2022-08-06T04:30:07Z","UCeY0bbntWzzVIaj2z3QigXg","Dramatic Video: Fiery Los Angeles Car Crash Kills Five, Injures Seven","A deadly car crash that killed five people including a baby and a pregnant woman was caught on camera in Los Angeles.","https://i.ytimg.com/vi/Y1j2jmkVX6g/default.jpg","120","90","https://i.ytimg.com/vi/Y1j2jmkVX6g/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Y1j2jmkVX6g/hqdefault.jpg","480","360","NBC News","none","2022-08-06T04:30:07Z"
"31","i44UdZPO10g","2023-10-16T00:30:17Z","UCeY0bbntWzzVIaj2z3QigXg","Rockets, mines among deadly arsenal recovered after Hamas attack on Israel","Weapons that were recovered following Hamas' deadly attack on Israel are now being analyzed at an Israeli military base.","https://i.ytimg.com/vi/i44UdZPO10g/default.jpg","120","90","https://i.ytimg.com/vi/i44UdZPO10g/mqdefault.jpg","320","180","https://i.ytimg.com/vi/i44UdZPO10g/hqdefault.jpg","480","360","NBC News","none","2023-10-16T00:30:17Z"
"32","SPPv2oMzHCM","2023-10-19T23:45:01Z","UCeY0bbntWzzVIaj2z3QigXg","Americans living in Israel and Gaza speak out about toll of war","As the Israel-Hamas war rages on, Lester Holt spoke to Americans living in Gaza and Israel for their personal stories about the ...","https://i.ytimg.com/vi/SPPv2oMzHCM/default.jpg","120","90","https://i.ytimg.com/vi/SPPv2oMzHCM/mqdefault.jpg","320","180","https://i.ytimg.com/vi/SPPv2oMzHCM/hqdefault.jpg","480","360","NBC News","none","2023-10-19T23:45:01Z"
"33","pPBF-NdujOk","2023-10-20T04:00:35Z","UCeY0bbntWzzVIaj2z3QigXg","Antisemitic and anti-Muslim hate crimes on the rise in the U.S.","According to a report from the FBI and DHS, officials are on high alert after recent reports of antisemitic and anti-Muslim hate ...","https://i.ytimg.com/vi/pPBF-NdujOk/default.jpg","120","90","https://i.ytimg.com/vi/pPBF-NdujOk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/pPBF-NdujOk/hqdefault.jpg","480","360","NBC News","none","2023-10-20T04:00:35Z"
"34","RlUOUDUtF3U","2021-10-18T02:30:07Z","UCeY0bbntWzzVIaj2z3QigXg","China Pushes Three Child Policy","China relaxed its one child policy five years ago after a decline in the birthrate. Now, the government is urging parents to have ...","https://i.ytimg.com/vi/RlUOUDUtF3U/default.jpg","120","90","https://i.ytimg.com/vi/RlUOUDUtF3U/mqdefault.jpg","320","180","https://i.ytimg.com/vi/RlUOUDUtF3U/hqdefault.jpg","480","360","NBC News","none","2021-10-18T02:30:07Z"
"35","O0ZMGs1MYwc","2023-10-15T01:30:13Z","UCeY0bbntWzzVIaj2z3QigXg","U.S. leaders face new challenges amid Israel-Hamas war","As the impact of the Israel-Hamas war is felt across the world, the conflict is now presenting new challenges for United States ...","https://i.ytimg.com/vi/O0ZMGs1MYwc/default.jpg","120","90","https://i.ytimg.com/vi/O0ZMGs1MYwc/mqdefault.jpg","320","180","https://i.ytimg.com/vi/O0ZMGs1MYwc/hqdefault.jpg","480","360","NBC News","none","2023-10-15T01:30:13Z"
"36","vWoWzU77eWU","2021-09-28T05:16:52Z","UCeY0bbntWzzVIaj2z3QigXg","Nightly News Full Broadcast - September 27 | NBC News","R. Kelly found guilty of racketeering and sex trafficking, deadly Amtrak train derailment under investigation, and President Biden ...","https://i.ytimg.com/vi/vWoWzU77eWU/default.jpg","120","90","https://i.ytimg.com/vi/vWoWzU77eWU/mqdefault.jpg","320","180","https://i.ytimg.com/vi/vWoWzU77eWU/hqdefault.jpg","480","360","NBC News","none","2021-09-28T05:16:52Z"
"37","rnpjxaJrgoQ","2023-10-18T02:45:01Z","UCeY0bbntWzzVIaj2z3QigXg","Top Story with Tom Llamas - Oct. 17 | NBC News NOW","Recovery efforts continue after a bombing at a hospital in Gaza, Congressman Jim Jordan falls short of his bid for speaker of the ...","https://i.ytimg.com/vi/rnpjxaJrgoQ/default.jpg","120","90","https://i.ytimg.com/vi/rnpjxaJrgoQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/rnpjxaJrgoQ/hqdefault.jpg","480","360","NBC News","none","2023-10-18T02:45:01Z"
"38","nvlsROm-Wow","2022-04-27T03:30:17Z","UCeY0bbntWzzVIaj2z3QigXg","Watch: Video Shows Inside Of School Bus After Being Hit By Speeding Car","New video shows the inside of a school bus full of New Mexico middle schoolers when a car crashed into the side of the bus, ...","https://i.ytimg.com/vi/nvlsROm-Wow/default.jpg","120","90","https://i.ytimg.com/vi/nvlsROm-Wow/mqdefault.jpg","320","180","https://i.ytimg.com/vi/nvlsROm-Wow/hqdefault.jpg","480","360","NBC News","none","2022-04-27T03:30:17Z"
"39","FQ9etVSl3ps","2023-10-18T18:30:08Z","UCeY0bbntWzzVIaj2z3QigXg","Cross-border fighting between Hezbollah and Israel escalates","NBC News' Matt Bradley spoke with protesters at a Hezbollah rally in Lebanon who believe Israel is to blame for the deadly ...","https://i.ytimg.com/vi/FQ9etVSl3ps/default.jpg","120","90","https://i.ytimg.com/vi/FQ9etVSl3ps/mqdefault.jpg","320","180","https://i.ytimg.com/vi/FQ9etVSl3ps/hqdefault.jpg","480","360","NBC News","none","2023-10-18T18:30:08Z"
"40","Rc4ZrR2mYSY","2023-10-17T04:00:19Z","UCeY0bbntWzzVIaj2z3QigXg","Sister of killed Israeli festivalgoer speaks out on &#39;very difficult&#39; aftermath","Adar Eylon reflects on the memory left behind by her sister, Shira, who was killed at the Israeli music festival during the Hamas ...","https://i.ytimg.com/vi/Rc4ZrR2mYSY/default.jpg","120","90","https://i.ytimg.com/vi/Rc4ZrR2mYSY/mqdefault.jpg","320","180","https://i.ytimg.com/vi/Rc4ZrR2mYSY/hqdefault.jpg","480","360","NBC News","none","2023-10-17T04:00:19Z"
"41","kyPaI1HuDyo","2020-11-07T16:58:08Z","UCeY0bbntWzzVIaj2z3QigXg","NBC News Projects Joe Biden Will Be The President-Elect | NBC News","NBC News projects Joe Biden will win the state of Pennsylvania in the 2020 presidential election, and will have enough electoral ...","https://i.ytimg.com/vi/kyPaI1HuDyo/default.jpg","120","90","https://i.ytimg.com/vi/kyPaI1HuDyo/mqdefault.jpg","320","180","https://i.ytimg.com/vi/kyPaI1HuDyo/hqdefault.jpg","480","360","NBC News","none","2020-11-07T16:58:08Z"
"42","YHALXWNdbU4","2022-02-19T04:00:06Z","UCeY0bbntWzzVIaj2z3QigXg","Cargo Ship Full Of Luxury Cars Caught On Fire In Atlantic","Massive fire breaks out on a cargo ship carrying thousands of luxury cars in the middle of the Atlantic Ocean. NBC News' Jesse ...","https://i.ytimg.com/vi/YHALXWNdbU4/default.jpg","120","90","https://i.ytimg.com/vi/YHALXWNdbU4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/YHALXWNdbU4/hqdefault.jpg","480","360","NBC News","none","2022-02-19T04:00:06Z"
"43","HSa81C_gjKI","2023-10-20T04:30:07Z","UCeY0bbntWzzVIaj2z3QigXg","College students facing backlash after Israel-Palestine protests","Some college students have faced backlash after participating in Israel-Palestine protests on campus, with potential employers ...","https://i.ytimg.com/vi/HSa81C_gjKI/default.jpg","120","90","https://i.ytimg.com/vi/HSa81C_gjKI/mqdefault.jpg","320","180","https://i.ytimg.com/vi/HSa81C_gjKI/hqdefault.jpg","480","360","NBC News","none","2023-10-20T04:30:07Z"
"44","IDKZcmztF98","2023-10-17T03:17:25Z","UCeY0bbntWzzVIaj2z3QigXg","Top Story with Tom Llamas - Oct. 16 | NBC News NOW","Hamas says it is willing to release non-Israeli hostages, the Israeli military prepares for the next phase of war, and a shooting in ...","https://i.ytimg.com/vi/IDKZcmztF98/default.jpg","120","90","https://i.ytimg.com/vi/IDKZcmztF98/mqdefault.jpg","320","180","https://i.ytimg.com/vi/IDKZcmztF98/hqdefault.jpg","480","360","NBC News","none","2023-10-17T03:17:25Z"
"45","rDIlPfp5C4Q","2023-10-17T13:11:06Z","UCeY0bbntWzzVIaj2z3QigXg","This Morning’s Top Headlines – Oct. 17","President Joe Biden will travel to Israel to show support for the U.S. ally amid the war with Hamas, the Israeli military appears to be ...","https://i.ytimg.com/vi/rDIlPfp5C4Q/default.jpg","120","90","https://i.ytimg.com/vi/rDIlPfp5C4Q/mqdefault.jpg","320","180","https://i.ytimg.com/vi/rDIlPfp5C4Q/hqdefault.jpg","480","360","NBC News","none","2023-10-17T13:11:06Z"
"46","qYfvm-JLhPQ","2022-05-13T18:15:52Z","UCeY0bbntWzzVIaj2z3QigXg","War Games: The Battle For Taiwan","Meet the Press takes over the NBC News Washington Bureau to stage a full-day war game between the U.S. and China.","https://i.ytimg.com/vi/qYfvm-JLhPQ/default.jpg","120","90","https://i.ytimg.com/vi/qYfvm-JLhPQ/mqdefault.jpg","320","180","https://i.ytimg.com/vi/qYfvm-JLhPQ/hqdefault.jpg","480","360","NBC News","none","2022-05-13T18:15:52Z"
"47","INYOBWW7kXs","2023-10-18T04:00:14Z","UCeY0bbntWzzVIaj2z3QigXg","Istanbul police use water cannon, pepper spray to disperse consulate protesters","Thousands of protesters who gathered in front of the Israeli consulate in Istanbul, Turkey, were met with a water cannon and ...","https://i.ytimg.com/vi/INYOBWW7kXs/default.jpg","120","90","https://i.ytimg.com/vi/INYOBWW7kXs/mqdefault.jpg","320","180","https://i.ytimg.com/vi/INYOBWW7kXs/hqdefault.jpg","480","360","NBC News","none","2023-10-18T04:00:14Z"
"48","drR_qfrCPf4","2023-10-18T21:35:49Z","UCeY0bbntWzzVIaj2z3QigXg","Israel and Hamas ‘cannot coexist’ under any circumstances, IDF spokesman says","IDF Spokesperson Maj. Doron Spielman joins Meet the Press NOW to discuss takeaways from President Biden's visit to Israel and ...","https://i.ytimg.com/vi/drR_qfrCPf4/default.jpg","120","90","https://i.ytimg.com/vi/drR_qfrCPf4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/drR_qfrCPf4/hqdefault.jpg","480","360","NBC News","none","2023-10-18T21:35:49Z"
"49","kTOpEExcgi4","2023-10-19T12:00:41Z","UCeY0bbntWzzVIaj2z3QigXg","This Morning’s Top Headlines – Oct. 19 | Morning News NOW","The Israel-Hamas war intensifies as anticipation grows over Israel's expected ground invasion, thousands of people in Gaza ...","https://i.ytimg.com/vi/kTOpEExcgi4/default.jpg","120","90","https://i.ytimg.com/vi/kTOpEExcgi4/mqdefault.jpg","320","180","https://i.ytimg.com/vi/kTOpEExcgi4/hqdefault.jpg","480","360","NBC News","none","2023-10-19T12:00:41Z"
"50","mf31b3eVQ1w","2022-06-29T02:00:35Z","UCeY0bbntWzzVIaj2z3QigXg","Top Story with Tom Llamas - June 28 | NBC News NOW","Ghislaine Maxwell was sentenced to 20 years in prison for conspiring to sexually abuse minors, dozens of migrants were found ...","https://i.ytimg.com/vi/mf31b3eVQ1w/default.jpg","120","90","https://i.ytimg.com/vi/mf31b3eVQ1w/mqdefault.jpg","320","180","https://i.ytimg.com/vi/mf31b3eVQ1w/hqdefault.jpg","480","360","NBC News","none","2022-06-29T02:00:35Z"
"51","JV-Dy8BYLBk","2022-01-07T13:44:16Z","UCeY0bbntWzzVIaj2z3QigXg","This Morning’s Top Headlines – Jan. 7 | Morning News NOW","A massive snowstorm slams the Northeast, the number of Covid cases across the globe surpasses 300 million, and the Supreme ...","https://i.ytimg.com/vi/JV-Dy8BYLBk/default.jpg","120","90","https://i.ytimg.com/vi/JV-Dy8BYLBk/mqdefault.jpg","320","180","https://i.ytimg.com/vi/JV-Dy8BYLBk/hqdefault.jpg","480","360","NBC News","none","2022-01-07T13:44:16Z"
"52","ujixIdL0578","2022-07-07T01:15:34Z","UCeY0bbntWzzVIaj2z3QigXg","Top Story with Tom Llamas - July 6 | NBC News NOW","The Highland Park shooting suspect confesses to authorities, the U.S. economy shows some signs of short-term improvement, ...","https://i.ytimg.com/vi/ujixIdL0578/default.jpg","120","90","https://i.ytimg.com/vi/ujixIdL0578/mqdefault.jpg","320","180","https://i.ytimg.com/vi/ujixIdL0578/hqdefault.jpg","480","360","NBC News","none","2022-07-07T01:15:34Z"
