"","channelId","videoId","textDisplay","textOriginal","authorDisplayName","authorProfileImageUrl","authorChannelUrl","authorChannelId.value","canRate","viewerRating","likeCount","publishedAt","updatedAt","id","parentId","moderationStatus"
"38","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","...and,,<br>.. you&#39;re good news..","...and,,
.. you're good news..","Peter Barker","https://yt3.ggpht.com/ytc/APkrFKYfIUtlgSvKDwMkH_fZ-tWTgAzgwZBNpda9HA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC04xrNPH1GZDm7vxO4vx12g","UC04xrNPH1GZDm7vxO4vx12g","TRUE","none","0","2022-12-02T06:29:20Z","2022-12-02T06:29:20Z","Ugwb15h-K2ROK5NI3_94AaABAg",NA,NA
"39","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","Europe and America are on their knees before Ukraine 🇺🇦","Europe and America are on their knees before Ukraine 🇺🇦","Кирилл","https://yt3.ggpht.com/VpDFD7DqHevE6BLMcpZILvHQB6EVOsl_sFf0nkhbuyyYD3PPTeKDm-Av0mlVhryb46286jEMD98=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC82Zo1zxQ0JRkT8OPl13VRw","UC82Zo1zxQ0JRkT8OPl13VRw","TRUE","none","0","2022-12-02T05:34:57Z","2022-12-02T05:34:57Z","Ugxw5wrwoRUfLSM0pJ14AaABAg",NA,NA
"40","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","Europe and America are on their knees before Ukraine","Europe and America are on their knees before Ukraine","Кирилл","https://yt3.ggpht.com/VpDFD7DqHevE6BLMcpZILvHQB6EVOsl_sFf0nkhbuyyYD3PPTeKDm-Av0mlVhryb46286jEMD98=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC82Zo1zxQ0JRkT8OPl13VRw","UC82Zo1zxQ0JRkT8OPl13VRw","TRUE","none","0","2022-12-02T05:34:48Z","2022-12-02T05:34:48Z","UgybRjgZPpAqWvM6jj94AaABAg",NA,NA
"41","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","WOW ❗ WATCH PASTORS PERSPECTIVE FEBRUARY 23, 2021❕ YOU Will SMILE 🥰❤️♥️💖","WOW ❗ WATCH PASTORS PERSPECTIVE FEBRUARY 23, 2021❕ YOU Will SMILE 🥰❤️♥️💖","bhbsa","https://yt3.ggpht.com/ytc/APkrFKYQruOt41ZGWfa_ZAvHZFogLMe4rOInXx2evw3YD2t0MF_rDEHQX-5EQiP57PJb=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UC2uAx1cRfMshgKr42YUdd-w","UC2uAx1cRfMshgKr42YUdd-w","TRUE","none","0","2022-12-02T02:49:14Z","2022-12-02T02:49:14Z","UgzGAelri7zoKlSi4894AaABAg",NA,NA
"42","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","If you are someone who is suffering from illness and you are looking for a means to get cured and you don&#39;t know what to do or who to talk to anymore concerning your health situation, I recommend you to @Dr_Ewadiagu on YouTube today for his herbal medicine is a lifesaver. 😘❤","If you are someone who is suffering from illness and you are looking for a means to get cured and you don't know what to do or who to talk to anymore concerning your health situation, I recommend you to @Dr_Ewadiagu on YouTube today for his herbal medicine is a lifesaver. 😘❤","tonya linda","https://yt3.ggpht.com/kmXqHpcysutlCD_BpG-O3VCvI203LYhsEp4dLNsS0GAZs5PlBUBjOUP16jhYW7N4xMWfIF1IfA=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCbRJrJdjzRPFQkjW-uJJA3Q","UCbRJrJdjzRPFQkjW-uJJA3Q","TRUE","none","1","2022-12-02T02:15:18Z","2022-12-02T02:15:18Z","Ugzfvy_AmccT96lIg814AaABAg",NA,NA
"43","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","I don&#39;t watch nbc, except for golf","I don't watch nbc, except for golf","Ban Jammy","https://yt3.ggpht.com/ytc/APkrFKazbXuA9KftBR-YyROvtq2jijxgfgPtBWQ9mrKO_Ay-uNaH6LcaEz1QYy8wURMZ=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCPyrNN2JmkooC3WpawVwwAw","UCPyrNN2JmkooC3WpawVwwAw","TRUE","none","0","2022-12-01T22:34:34Z","2022-12-01T22:34:34Z","UgzCTCHq-mS6w2vOnnN4AaABAg",NA,NA
"44","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","The power comes from a need not a desire","The power comes from a need not a desire","alex jackson","https://yt3.ggpht.com/uYNIe5OXqFLy9v4ugMeAFlEJNM9Ajj0QnIaIGXI8Rnn6wx6s2FIRypKJda8OqvipLAEA410aRw=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCmL_Pwfn3EKRRdIiBFQVmVA","UCmL_Pwfn3EKRRdIiBFQVmVA","TRUE","none","0","2022-12-01T21:01:19Z","2022-12-01T21:01:19Z","Ugz6Ljx9KDITrfxV1HN4AaABAg",NA,NA
"45","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","Ok OB/GYN 🥰🥰🥰🥰💪🏽💪🏽💪🏽💪🏽💪🏽 you go sir, make us proud!!!!!!!!","Ok OB/GYN 🥰🥰🥰🥰💪🏽💪🏽💪🏽💪🏽💪🏽 you go sir, make us proud!!!!!!!!","Tiffany McDougal","https://yt3.ggpht.com/ytc/APkrFKZgNYwND8mh_3O0tgxKhCC1r5P_zGm4t07RTnudJH0=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCqi2bNyQfrk8C2YZUmCWPdw","UCqi2bNyQfrk8C2YZUmCWPdw","TRUE","none","0","2022-12-01T20:47:32Z","2022-12-01T20:47:32Z","UgxD11sWSHGZd1LlQ4d4AaABAg",NA,NA
"46","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","I never liked Pence, what Rock did he rise from.","I never liked Pence, what Rock did he rise from.","TruthB Told2021","https://yt3.ggpht.com/ytc/APkrFKb-Uhu5_a31O9KctqP6D1QOl8JVEwQ1IfzSyg=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCfAZ-HVZ-a7Reu_CTrCU9lg","UCfAZ-HVZ-a7Reu_CTrCU9lg","TRUE","none","0","2022-12-01T18:54:54Z","2022-12-01T18:54:54Z","Ugzz-mcm07B7fqac8Vt4AaABAg",NA,NA
"47","UCeY0bbntWzzVIaj2z3QigXg","to0YqKKRIWY","Yes, more confirmation the world is slipping its fragmented mind. The teen who gave out her personal info will struggle realizing that doing so, resulted in the murder of her mother and grandparents. She probably never imagined using the internet could get her family killed. That is a nightmare that could split your mind in two. Prayers for her recovery. 💖🙏","Yes, more confirmation the world is slipping its fragmented mind. The teen who gave out her personal info will struggle realizing that doing so, resulted in the murder of her mother and grandparents. She probably never imagined using the internet could get her family killed. That is a nightmare that could split your mind in two. Prayers for her recovery. 💖🙏","LMC","https://yt3.ggpht.com/GDsWVN-X15yr1qiOeut7U7muA6X2grtXrnajYCYxZLXvNf7ueqXNakFPLS8EKuU9V8g7a8Z2=s48-c-k-c0x00ffffff-no-rj","http://www.youtube.com/channel/UCtIDv9e0GiI2GwN9d90WZMQ","UCtIDv9e0GiI2GwN9d90WZMQ","TRUE","none","0","2022-12-01T17:44:16Z","2022-12-01T17:53:46Z","UgytBAsJuO1MUWkSuHh4AaABAg",NA,NA
